gene_symbol	x	y	type
4833415N18Rik	-3.3369555473327637	3.9157180786132812	DEG
4833419A21Rik	8.681164741516113	-1.3920092582702637	DEG
4833419O12Rik	0.5735617280006409	1.5196858644485474	DEG
4833427G06Rik	-3.2819955348968506	-5.381941795349121	DEG
4833428L15Rik	-7.355052471160889	-1.6435102224349976	DEG
4921524L21Rik	2.4069859981536865	-6.4499030113220215	DNB
4922502D21Rik	4.409335136413574	-6.634625434875488	DEG
4930407I10Rik	-4.485956192016602	-5.3659987449646	DEG
4930412L05Rik	2.732264995574951	-0.7186325788497925	DEG
4930412O13Rik	6.644502639770508	-3.7919228076934814	DEG
4930415C11Rik	0.12961502373218536	1.4727925062179565	DEG
4930415O20Rik	2.0677101612091064	-7.090144157409668	DNB
4930426D05Rik	-6.117086410522461	2.6283645629882812	DEG
4930430O22Rik	-4.537055969238281	-1.4675425291061401	DEG
4930432J09Rik	-8.050636291503906	0.539517343044281	DEG
4930443O20Rik	-1.6025704145431519	-0.46795564889907837	DEG
4930449C09Rik	2.659301519393921	-8.050854682922363	DNB
4930449I24Rik	4.978995323181152	-5.445032596588135	DNB
4930451G09Rik	5.753824234008789	-1.5824016332626343	DEG
4930451I11Rik	2.313462495803833	-6.407219409942627	DNB
4930452L12Rik	3.3911359310150146	4.413986682891846	DEG
4930455H04Rik	0.215415358543396	6.282264232635498	DEG
4930459C07Rik	-0.5427423715591431	-3.459623098373413	DEG
4930463O16Rik	-5.270188331604004	2.9604899883270264	DEG
4930469K13Rik	-4.78348445892334	6.723991394042969	DEG
4930471M09Rik	7.67147159576416	3.854234457015991	DEG
4930473O22Rik	0.7824421525001526	-2.1582751274108887	DEG
4930474H20Rik	5.709408283233643	2.9197654724121094	DEG
4930478P22Rik	-4.567385673522949	-2.5742030143737793	DEG
4930487D11Rik	2.3560948371887207	-6.2216081619262695	DEG
4930512J16Rik	3.2166080474853516	2.7730367183685303	DEG
4930515G16Rik	6.388810634613037	-0.9854636788368225	DEG
4930517G19Rik	-7.775928974151611	2.195009708404541	DEG
4930518C09Rik	2.3823585510253906	-0.9422817826271057	DEG
4930519A11Rik	-1.3136115074157715	-0.0654151663184166	DEG
4930519E07Rik	8.01806354522705	3.927934169769287	DEG
4930522O17Rik	-0.20909947156906128	-7.494563579559326	DNB
4930529F21Rik	3.1918559074401855	-7.144731521606445	DNB
4930529I22Rik	-9.917781829833984	-1.8575888872146606	DEG
4930539E08Rik	-0.8175910115242004	5.464557647705078	DEG
4930544D05Rik	4.836891174316406	-7.897772789001465	DNB
4930553P18Rik	0.4595687985420227	6.0005340576171875	DEG
4930555F03Rik	0.15906521677970886	6.712652683258057	DEG
4930562F07Rik	3.2378342151641846	-5.811014175415039	DEG
4930566N20Rik	5.889941692352295	2.731109380722046	DEG
4930571K23Rik	3.7079484462738037	-8.045404434204102	DNB
4930573O21Rik	-0.7077665328979492	-1.2485811710357666	DEG
4930579F01Rik	3.2624599933624268	-5.4915337562561035	DNB
4930589L23Rik	1.149222731590271	7.890814781188965	DEG
4930590L14Rik	-7.686560153961182	-4.056695938110352	DEG
4930598N05Rik	-9.007437705993652	0.5802235007286072	DEG
4931402G19Rik	2.5694525241851807	6.209919452667236	DEG
4931407E12Rik	-9.65258502960205	-0.5515270829200745	DEG
4931408C20Rik	-0.1707007884979248	1.730612874031067	DEG
4931440P22Rik	-4.514920234680176	1.4286105632781982	DEG
4932430A15Rik	-4.735355377197266	2.8447017669677734	DEG
4933400A11Rik	3.434610366821289	1.0890904664993286	DEG
4933402E13Rik	2.4298095703125	-6.729217052459717	DNB
4933402N22Rik	2.441465139389038	-7.860224723815918	DNB
4933404M09Rik	4.191139221191406	3.048612594604492	DEG
4933406B17Rik	5.28089714050293	-5.493041515350342	DEG
4933406F09Rik	2.843076229095459	-7.944735050201416	DNB
4933406I18Rik	-0.8293496966362	1.6998168230056763	DEG
4933406K04Rik	9.220137596130371	-1.4085921049118042	DEG
4933407I18Rik	6.694354057312012	-2.787081003189087	DEG
4933407L21Rik	1.1063743829727173	-4.887543678283691	DEG
4933411B09Rik	0.6820273399353027	4.379063129425049	DEG
4933413C19Rik	-2.901193141937256	-7.208837032318115	DEG
4933413G19Rik	-0.45524242520332336	6.70796012878418	DEG
4933415F23Rik	-1.349848985671997	-3.831850051879883	DEG
4933417D19Rik	-7.138857364654541	-1.0200235843658447	DEG
4933421H12Rik	-9.192435264587402	-0.30900537967681885	DEG
4933427D06Rik	-5.375144004821777	6.299901008605957	DEG
4933439G19Rik	3.7716786861419678	2.3588650226593018	DEG
5031415H12Rik	4.027071475982666	-3.751063585281372	DEG
5031434O11Rik	-7.011119365692139	-4.340019226074219	DEG
5033425G24Rik	-5.858349800109863	-1.7529296875	DEG
5430402O13Rik	8.503941535949707	2.0044970512390137	DEG
5430402P08Rik	-4.104724884033203	0.9170244336128235	DEG
5430410E06Rik	6.988199710845947	1.0249249935150146	DEG
5430425K12Rik	-7.863286018371582	2.577179193496704	DEG
5430431A17Rik	1.3706696033477783	5.266956806182861	DEG
5430437J10Rik	-1.075472354888916	6.302929401397705	DEG
5530401A14Rik	7.339778900146484	3.572016716003418	DEG
5730507C01Rik	4.089786052703857	-1.964463233947754	DEG
5730508B09Rik	6.846961498260498	4.60558557510376	DEG
5730585A16Rik	7.8313117027282715	-2.5601582527160645	DEG
5830428M24Rik	-5.974456787109375	2.3335514068603516	DEG
5930422O12Rik	3.2027335166931152	-5.369693756103516	DEG
6030443J06Rik	-3.8941144943237305	-5.689657211303711	DEG
6330409D20Rik	4.321674823760986	1.1083723306655884	DEG
6430519N07Rik	-1.5909017324447632	-6.361441612243652	DEG
6430571L13Rik	3.643357038497925	-0.36256638169288635	DEG
6430584L05Rik	3.443657875061035	4.725944519042969	DEG
6720422M22Rik	-1.9225534200668335	2.3875246047973633	DEG
6720473M08Rik	-4.335142135620117	2.5022644996643066	DEG
6720483E21Rik	3.9156124591827393	-0.4291117191314697	DEG
6820445E23Rik	-5.029327869415283	2.934377670288086	DEG
8030411F24Rik	5.454817295074463	-5.111061096191406	DEG
8030498J20Rik	2.5263144969940186	-0.11435264348983765	DEG
8430408G22Rik	1.3829318284988403	3.3768086433410645	DEG
8430419K02Rik	-4.523580074310303	2.037163734436035	DEG
9030025P20Rik	6.002059459686279	1.1365399360656738	DEG
9030617O03Rik	-2.0420432090759277	-1.5867524147033691	DEG
9030619P08Rik	4.053773403167725	-2.9189326763153076	DEG
9130007G19Rik	-5.770704746246338	4.231036186218262	DEG
9130017K11Rik	0.12143249064683914	0.02727362886071205	DEG
9130022E09	-0.20086118578910828	4.527730941772461	DEG
9130204L05Rik	4.09527063369751	-3.7795863151550293	DEG
9230102O04Rik	2.9580979347229004	-2.8751208782196045	DEG
9230106L01Rik	-4.787428379058838	-2.0572054386138916	DEG
9330154J02Rik	-8.846800804138184	2.4650919437408447	DEG
9330159N05Rik	-4.4377570152282715	1.1385639905929565	DEG
9330162B11Rik	7.737487316131592	-1.5959298610687256	DEG
9330177L23Rik	0.4167151153087616	-4.404513359069824	DEG
9330188P03Rik	-2.7475521564483643	-5.337611198425293	DEG
9430021M05Rik	1.9963093996047974	-4.909335613250732	DEG
9530003O04Rik	6.578557968139648	2.6644394397735596	DEG
9530036M11Rik	3.949336051940918	-0.387557715177536	DEG
9530083O12Rik	-4.01572847366333	5.056024074554443	DEG
9630013D21Rik	1.1168789863586426	-2.549879312515259	DEG
9830107B12Rik	3.1914398670196533	7.4445953369140625	DEG
A130042O14Rik	3.2257463932037354	0.4290538728237152	DEG
A2ml1	-0.5640917420387268	2.486908197402954	DEG
A330084C13Rik	1.9007617235183716	-2.7195489406585693	DEG
A330093E20Rik	1.6178562641143799	-4.484623432159424	DEG
A430028G04Rik	7.070348739624023	3.1088340282440186	DEG
A430093F15Rik	7.6329731941223145	-3.8735673427581787	DEG
A530001N23Rik	-7.219795227050781	4.245441913604736	DEG
A530006G24Rik	-2.749350070953369	5.744020462036133	DEG
A530010L16Rik	2.11074161529541	7.851254940032959	DEG
A530020G20Rik	2.622319459915161	0.9716691374778748	DEG
A530083I20Rik	2.9454128742218018	6.817145824432373	DEG
A530088E08Rik	-9.173821449279785	1.2248526811599731	DEG
A630001G21Rik	0.9695632457733154	-6.228879928588867	DEG
A630031M23Rik	7.7559309005737305	5.0480523109436035	DEG
A630038E17Rik	6.288790702819824	-2.677924633026123	DEG
A630075F10Rik	0.4907582402229309	3.4842703342437744	DEG
A630081D01Rik	-3.1850318908691406	5.2075018882751465	DEG
A630089N07Rik	-5.261567115783691	0.17091524600982666	DEG
A730021G18Rik	2.534830331802368	8.143928527832031	DEG
A730036I17Rik	-7.275376319885254	-2.5273733139038086	DEG
A730062M13Rik	-8.112217903137207	0.8339192867279053	DEG
A730082K24Rik	9.44465446472168	2.759002685546875	DEG
A730089K16Rik	0.0793796256184578	3.046482801437378	DEG
A830012C17Rik	2.195833206176758	-8.2201566696167	DEG
A930006D01Rik	1.1672269105911255	1.4217950105667114	DEG
A930033H14Rik	-2.357544183731079	5.538244724273682	DEG
AA414992	5.636540412902832	-7.009247779846191	DEG
AA474408	-8.885197639465332	1.9390759468078613	DEG
AA792892	-6.331851482391357	-0.6413784623146057	DEG
AI225934	-2.95273756980896	-0.6301547288894653	DEG
AI463229	8.602031707763672	1.5985504388809204	DEG
AI594671	9.339070320129395	2.9112508296966553	DEG
AI594674	7.073863506317139	3.404646635055542	DEG
AI662270	6.98446798324585	-4.25180721282959	DEG
AI662501	4.800298690795898	-6.852015972137451	DEG
AU014795	0.9546905159950256	5.703695297241211	DEG
AU018091	-0.7936288714408875	1.6864335536956787	DEG
AU021092	-2.741057872772217	2.697901487350464	DEG
AU022793	6.495401382446289	-4.921154975891113	DEG
AU067648	4.998893737792969	4.480105876922607	DEG
AW011956	-4.8489251136779785	2.120621919631958	DEG
AW050198	-0.3492364287376404	3.6582040786743164	DEG
AW060742	-4.7774529457092285	5.297346115112305	DEG
AY358078	3.5217232704162598	6.754825592041016	DEG
Aadac	-6.130289077758789	-1.006419062614441	DEG
Aard	5.19650411605835	-6.624734401702881	DEG
Aars2	1.2995967864990234	2.835094928741455	DEG
Aass	-5.290419578552246	-2.977888345718384	DEG
Abat	-3.761726140975952	-3.2030189037323	DEG
Abca12	-2.297614574432373	6.0306010246276855	DEG
Abca17	-3.5442585945129395	1.7591874599456787	DEG
Abca6	-1.4831807613372803	-3.163633108139038	DEG
Abcc3	7.199841022491455	4.118823528289795	DEG
Abcc6	0.43482154607772827	-2.6467456817626953	DEG
Abcg3	4.708664417266846	-3.3114748001098633	DEG
Abcg5	-3.035663366317749	-0.555325448513031	DEG
Abo	6.80958366394043	3.104205846786499	DEG
Acacb	4.931459426879883	2.3839221000671387	DEG
Accsl	-0.004593111574649811	5.263456344604492	DEG
Ace2	7.774234294891357	-3.1980245113372803	DEG
Ackr4	-2.1608798503875732	-1.9375085830688477	DEG
Acot1	-5.790454387664795	1.158608078956604	DEG
Acot3	8.971872329711914	2.8091931343078613	DEG
Acot4	3.7362210750579834	2.76812481880188	DEG
Acot5	-4.810602188110352	3.7336065769195557	DEG
Acox2	3.5780932903289795	5.221074104309082	DEG
Acoxl	-4.613051891326904	-1.3953266143798828	DEG
Acsm3	-2.2702443599700928	1.9881834983825684	DEG
Acta1	1.8502333164215088	-4.793000221252441	DEG
Actl10	2.939004421234131	-6.4184064865112305	DNB
Actl6b	-9.37450885772705	-0.9905370473861694	DEG
Actn3	-3.5516719818115234	-1.9155020713806152	DEG
Acvrl1	1.5290756225585938	7.141477108001709	DEG
Acyp2	0.8539287447929382	3.3363308906555176	DEG
Adam17	-5.662769794464111	6.381317138671875	DEG
Adam20	2.2864513397216797	-6.302910804748535	DNB
Adam28	1.895925521850586	5.51396369934082	DEG
Adam4	7.412321090698242	-5.053114891052246	DNB
Adam5	4.632165431976318	-5.094301223754883	DNB
Adam6a	2.394829273223877	-6.768409252166748	DNB
Adam8	7.042652606964111	1.3863729238510132	DEG
Adamts16	6.509988784790039	-0.9652002453804016	DEG
Adamts4	-1.0179253816604614	-3.3040239810943604	DEG
Adamts8	-2.105069637298584	8.481911659240723	DEG
Adamtsl1	-4.922763347625732	2.1294426918029785	DEG
Adap1	0.8039433360099792	0.25080230832099915	DEG
Adcy2	-7.245861530303955	1.4817180633544922	DEG
Adcy8	-4.788301467895508	-0.44058552384376526	DEG
Adgra1	-4.2469482421875	-0.12516257166862488	DEG
Adgrb1	-4.207194805145264	6.277167797088623	DEG
Adgre4	2.343806505203247	7.970527172088623	DEG
Adgrf1	9.03331470489502	-2.3511953353881836	DEG
Adgrf4	-2.407607316970825	3.855664014816284	DEG
Adgrg5	1.2603613138198853	6.490299701690674	DEG
Adm	0.2793787717819214	3.8852713108062744	DEG
Adora3	1.6691288948059082	6.953005790710449	DEG
Adra1a	-1.8807193040847778	-2.4012157917022705	DEG
Adrb3	4.574522495269775	-3.4188392162323	DEG
Adssl1	7.641212463378906	1.5698050260543823	DEG
Afm	-5.986134052276611	-5.210368633270264	DEG
Afp	9.871257781982422	1.6064976453781128	DEG
Agr2	-3.3370871543884277	1.5071332454681396	DEG
Agt	-4.190775394439697	3.2219901084899902	DEG
Agtr2	-0.15961624681949615	7.523241996765137	DEG
Ahcy	-3.628358840942383	-1.1045093536376953	DEG
Ahr	8.902475357055664	0.732060968875885	DEG
Ahsg	-2.0411465167999268	5.389137268066406	DEG
Ahsp	10.020364761352539	-1.7798891067504883	DEG
Akap5	-5.212027549743652	1.3563241958618164	DEG
Aknad1	-5.526705741882324	-1.371138095855713	DEG
Akp3	-3.898299217224121	3.7531888484954834	DEG
Akr1b10	-2.9885170459747314	-1.0745165348052979	DEG
Akr1c19	-7.484392166137695	-2.4668965339660645	DEG
Aldh1l1	5.124118328094482	-2.1198105812072754	DEG
Aldh3a1	-6.870321750640869	0.31697550415992737	DEG
Aldob	-5.049285411834717	-0.6096465587615967	DEG
Alk	1.0841330289840698	-1.0566802024841309	DEG
Alkal2	-4.098154544830322	0.16880880296230316	DEG
Alox12	-5.0610833168029785	4.003255367279053	DEG
Alpk1	9.74500846862793	1.241660475730896	DEG
Als2cr11	2.1398606300354004	-5.687984943389893	DNB
Ambp	0.8086965680122375	3.859785795211792	DEG
Amdhd1	-2.9529869556427	-1.67212975025177	DEG
Amhr2	4.976426601409912	-6.160390377044678	DEG
Amn	-2.837013006210327	-2.9780545234680176	DEG
Amph	-2.91648006439209	-4.833625793457031	DEG
Angpt4	-2.8288590908050537	7.890089511871338	DEG
Angptl4	-0.41664186120033264	-5.015275955200195	DEG
Angptl8	9.050929069519043	3.45455002784729	DEG
Ankdd1b	-0.5589919686317444	8.397818565368652	DEG
Ankk1	-0.954827070236206	5.853514194488525	DEG
Ankrd1	3.9785354137420654	3.6649372577667236	DEG
Ankrd2	-2.2809431552886963	-6.462123394012451	DEG
Ankrd22	-0.18133622407913208	-7.540049076080322	DNB
Ankrd35	-0.5890938639640808	4.116686820983887	DEG
Ankrd61	4.260288238525391	-6.2019219398498535	DEG
Anks6	6.238116264343262	-6.443754196166992	DEG
Ankub1	-9.108838081359863	2.0836074352264404	DEG
Ano5	-4.074034690856934	4.006613254547119	DEG
Ano9	-5.955550670623779	-0.15792611241340637	DEG
Anxa10	-1.1496846675872803	6.420617580413818	DEG
Anxa13	-5.275447845458984	-2.5513014793395996	DEG
Anxa8	-2.503619909286499	1.1438654661178589	DEG
Anxa9	-3.2264862060546875	-2.951267957687378	DEG
Aoc1	-3.273561477661133	-6.778962135314941	DEG
Aox3	-6.77543830871582	5.063748359680176	DEG
Ap3b2	2.957298755645752	6.559558391571045	DEG
Apln	-3.463493585586548	-2.294302463531494	DEG
Apoc3	-5.975117206573486	-0.12228647619485855	DEG
Apoc4	-2.477546453475952	5.672219276428223	DEG
Apod	-4.647388935089111	-6.335204124450684	DEG
Apol8	8.438271522521973	-2.222149133682251	DEG
Apold1	-0.4967767000198364	-4.601011276245117	DEG
Arap2	7.654954433441162	4.0798749923706055	DEG
Arc	3.3680007457733154	3.226546287536621	DEG
Areg	4.277427673339844	-1.6867156028747559	DEG
Arhgap24	1.160771131515503	-2.5928330421447754	DEG
Arhgap26	-7.166955947875977	5.156780242919922	DEG
Arhgap36	1.9197880029678345	5.369787216186523	DEG
Arhgef15	-4.405231475830078	7.395301342010498	DEG
Arhgef37	2.1994681358337402	7.841867446899414	DEG
Arl14epl	-1.406501054763794	6.993648052215576	DEG
Arl6ip6	-3.1509597301483154	6.734170436859131	DEG
Armc6	-6.814974308013916	-3.64764404296875	DEG
Arntl2	-9.061593055725098	0.8769559264183044	DEG
Arsj	-1.886104941368103	-5.514569282531738	DEG
Arsk	-5.288055419921875	-3.5233747959136963	DEG
Art1	-2.285419225692749	1.4543465375900269	DEG
Art2a-ps	2.167125940322876	6.198467254638672	DEG
Art4	-2.2930150032043457	7.6432976722717285	DEG
Artn	1.6566129922866821	2.0341882705688477	DEG
Arv1	1.5862443447113037	6.454493522644043	DEG
Asap2	-0.5877588391304016	-0.7238108515739441	DEG
Asap3	-9.229726791381836	2.622072219848633	DEG
Asb11	-5.169900894165039	-2.6433539390563965	DEG
Asb14	-7.918885707855225	1.4448288679122925	DEG
Ascl3	6.172880172729492	3.718522548675537	DEG
Asic2	-4.061316013336182	0.4285290539264679	DEG
Aspg	6.170700550079346	4.446581840515137	DEG
Astl	-1.006017804145813	8.951102256774902	DEG
Astn1	-2.132981061935425	7.656721115112305	DEG
Atf3	8.353315353393555	-2.254880428314209	DEG
Atg4a	2.377016544342041	7.429018020629883	DEG
Atp13a4	-4.941659450531006	-3.6569037437438965	DEG
Atp1a4	5.107128143310547	4.173975467681885	DEG
Atp6v0d2	7.861647605895996	-0.16092947125434875	DEG
Atp6v1c2	0.18086059391498566	-3.023508071899414	DEG
Atp6v1g3	-5.066773891448975	4.2230916023254395	DEG
Atp8a1	-4.971062183380127	5.85368537902832	DEG
Atp8b2	7.989730358123779	3.319708824157715	DEG
Atxn7	-4.253723621368408	6.1392011642456055	DEG
Aurkb	-8.747594833374023	2.3981757164001465	DEG
Avpr1a	-8.810881614685059	2.0359017848968506	DEG
Axin2	5.541507720947266	-5.48640775680542	DEG
Azgp1	-5.924180507659912	-5.262626647949219	DEG
B020031M17Rik	-7.915190696716309	-3.918384313583374	DEG
B130019D13Rik	-0.6904398798942566	3.063331365585327	DEG
B130024G19Rik	-2.3652894496917725	6.90363883972168	DEG
B230206L02Rik	8.255500793457031	-2.2970893383026123	DEG
B3galt2	2.6717846393585205	7.431882381439209	DEG
B3gnt3	2.68163800239563	-1.183117151260376	DEG
B3gnt8	-4.240002155303955	-1.288647174835205	DEG
B430105A11Rik	0.9524269104003906	1.8838695287704468	DEG
B430306N03Rik	1.194236159324646	6.938895225524902	DEG
B4galnt2	-5.982316970825195	-1.0481399297714233	DEG
B930018H19Rik	-8.060762405395508	0.7912395596504211	DEG
B930025P03Rik	-1.333296775817871	3.64475154876709	DEG
B930036N10Rik	7.714656352996826	-0.4608827829360962	DEG
B930053N02Rik	0.6778069734573364	4.7710862159729	DEG
B930078G14Rik	-4.553645133972168	7.128199577331543	DEG
B930095G15Rik	8.516871452331543	-2.2904934883117676	DEG
BB157357	-1.9396110773086548	0.08354625850915909	DEG
BB217526	8.079622268676758	-2.8625216484069824	DEG
BC001981	6.789956569671631	-5.970475673675537	DEG
BC049730	2.7997360229492188	-5.143004417419434	DEG
BC052040	-0.910389244556427	4.768975257873535	DEG
BC053393	-9.039159774780273	-1.1977111101150513	DEG
BC061237	2.9736499786376953	-6.8861985206604	DEG
BC065397	-5.762290954589844	3.7087838649749756	DEG
BC147527	0.910687267780304	6.029931545257568	DEG
Bahcc1	6.299267768859863	-2.206498146057129	DEG
Baiap2l1	-2.993403196334839	0.024558842182159424	DEG
Baiap2l2	-6.172361373901367	-1.7851247787475586	DEG
Barx2	3.755354881286621	-2.5848844051361084	DEG
Batf3	0.9134780764579773	5.172435760498047	DEG
Bbs12	-8.528806686401367	-3.186105728149414	DEG
Bcat2	2.131904125213623	7.667926788330078	DEG
Bcl11b	-9.005012512207031	-1.1630325317382812	DEG
Bcl2a1c	0.08989370614290237	3.54287052154541	DEG
Bcl2a1d	6.794576168060303	1.2266429662704468	DEG
Bcl6	6.066908836364746	4.201930046081543	DEG
Bcl9l	6.7365007400512695	-4.378912448883057	DEG
Bdh2	-2.6989402770996094	-1.0204546451568604	DEG
Bdkrb2	2.8338840007781982	-4.485581874847412	DEG
Bex2	-6.75279426574707	-0.4798080623149872	DEG
Bex4	-3.298015594482422	-1.9288886785507202	DEG
Bex6	-0.7690932154655457	5.8778862953186035	DEG
Bfsp2	7.672668933868408	-1.372185230255127	DEG
Bhlhe40	7.069921493530273	-1.656407356262207	DEG
Bhmt	4.766406536102295	-6.264793395996094	DEG
Bhmt2	-0.3267378807067871	0.2775464355945587	DEG
Bicc1	-4.0177483558654785	2.28135347366333	DEG
Birc5	-4.889611721038818	-4.347427845001221	DEG
Blcap	-4.509589195251465	6.286552906036377	DEG
Bmf	0.9656624794006348	8.154868125915527	DEG
Bmp3	-1.007453441619873	-6.306222438812256	DEG
Bmper	7.672347068786621	3.785874366760254	DEG
Bpi	-5.978291034698486	1.1043649911880493	DEG
Bpifa2	1.3867926597595215	5.642008304595947	DEG
Bpifa6	4.727334022521973	-5.571527481079102	DEG
